,human_symbol,human_ensembl,human_entrez,mouse_symbol,mouse_ensembl,mouse_entrez
8319,TFDP2,ENSG00000114126,7029,Tfdp2,ENSMUSG00000032411,211586
8320,PRKAR2A,ENSG00000114302,5576,Prkar2a,ENSMUSG00000032601,19087
8321,USP9Y,ENSG00000114374,8287,Usp9y,ENSMUSG00000069044,107868
8322,USP9Y,ENSG00000114374,64595,Usp9y,ENSMUSG00000069044,107868
8323,BBX,ENSG00000114439,56987,Bbx,ENSMUSG00000022641,70508
8324,ROPN1B,ENSG00000114547,152015,Ropn1,ENSMUSG00000022832,76378
8325,CSPG5,ENSG00000114646,10675,Cspg5,ENSMUSG00000032482,29873
8326,MRPL3,ENSG00000114686,11222,Mrpl3,ENSMUSG00000032563,94062
8327,GORASP1,ENSG00000114745,64689,Gorasp1,ENSMUSG00000032513,74498
8328,ABHD14B,ENSG00000114779,84836,Abhd14b,ENSMUSG00000042073,76491
8329,ARHGEF26,ENSG00000114790,26084,Arhgef26,ENSMUSG00000036885,622434
8330,PLCH1,ENSG00000114805,23007,Plch1,ENSMUSG00000036834,269437
8331,VIPR1,ENSG00000114812,7433,Vipr1,ENSMUSG00000032528,22354
8332,RTKN,ENSG00000114993,6242,Rtkn,ENSMUSG00000034930,20166
8333,FAHD2A,ENSG00000115042,51011,Fahd2a,ENSMUSG00000027371,68126
8334,STEAP3,ENSG00000115107,55240,Steap3,ENSMUSG00000026389,68428
8335,EPB41L5,ENSG00000115109,57669,Epb41l5,ENSMUSG00000026383,226352
8336,STAM2,ENSG00000115145,10254,Stam2,ENSMUSG00000055371,56324
8337,EIF2B4,ENSG00000115211,8890,Eif2b4,ENSMUSG00000029145,13667
8338,ITGA4,ENSG00000115232,3676,Itga4,ENSMUSG00000027009,16401
8339,GCA,ENSG00000115271,25801,Gca,ENSMUSG00000026893,227960
8340,MOGS,ENSG00000115275,7841,Mogs,ENSMUSG00000030036,57377
8341,NDUFS7,ENSG00000115286,374291,Ndufs7,ENSMUSG00000020153,75406
8342,GRB14,ENSG00000115290,2888,Grb14,ENSMUSG00000026888,50915
8343,HTRA2,ENSG00000115317,27429,Htra2,ENSMUSG00000068329,64704
8344,DOK1,ENSG00000115325,1796,Dok1,ENSMUSG00000068335,13448
8345,ACADL,ENSG00000115361,33,Acadl,ENSMUSG00000026003,11363
8346,EVA1A,ENSG00000115363,84141,Eva1a,ENSMUSG00000035104,232146
8347,WDR75,ENSG00000115368,84128,Wdr75,ENSMUSG00000025995,73674
8348,EFHD1,ENSG00000115468,80303,Efhd1,ENSMUSG00000026255,98363
8349,COQ10B,ENSG00000115520,80219,Coq10b,ENSMUSG00000025981,67876
8350,ST3GAL5,ENSG00000115525,8869,St3gal5,ENSMUSG00000056091,20454
8351,ZNF142,ENSG00000115568,7701,Zfp142,ENSMUSG00000026135,77264
8352,PRKAG3,ENSG00000115592,53632,Prkag3,ENSMUSG00000006542,241113
8353,CNPPD1,ENSG00000115649,27013,Cnppd1,ENSMUSG00000033159,69171
8354,PLEKHB2,ENSG00000115762,55041,Plekhb2,ENSMUSG00000026123,226971
8355,KYNU,ENSG00000115919,8942,Kynu,ENSMUSG00000026866,70789
8356,MSH6,ENSG00000116062,2956,Msh6,ENSMUSG00000005370,17688
8357,PARD3B,ENSG00000116117,117583,Pard3b,ENSMUSG00000052062,72823
8358,LRRC42,ENSG00000116212,115353,Lrrc42,ENSMUSG00000028617,77809
8359,NPHS2,ENSG00000116218,7827,Nphs2,ENSMUSG00000026602,170484
8360,FBXO2,ENSG00000116661,26232,Fbxo2,ENSMUSG00000041556,230904
8361,NCF2,ENSG00000116701,4688,Ncf2,ENSMUSG00000026480,17970
8362,SLC35D1,ENSG00000116704,23169,Slc35d1,ENSMUSG00000028521,242585
8363,PRDM2,ENSG00000116731,7799,Prdm2,ENSMUSG00000057637,110593
8364,CTH,ENSG00000116761,1491,Cth,ENSMUSG00000028179,107869
8365,MAP7D1,ENSG00000116871,55700,Map7d1,ENSMUSG00000028849,245877
8366,WARS2,ENSG00000116874,10352,Wars2,ENSMUSG00000004233,70560
8367,OSCP1,ENSG00000116885,127700,Oscp1,ENSMUSG00000042616,230751
8368,NID1,ENSG00000116962,4811,Nid1,ENSMUSG00000005397,18073
8369,MYCL,ENSG00000116990,4610,Mycl,ENSMUSG00000028654,16918
8370,ETV3,ENSG00000117036,2117,Etv3,ENSMUSG00000003382,27049
8371,B4GALT2,ENSG00000117411,8704,B4galt2,ENSMUSG00000028541,53418
8372,BLZF1,ENSG00000117475,8548,Blzf1,ENSMUSG00000026577,66352
8373,FAAH,ENSG00000117480,2166,Faah,ENSMUSG00000034171,14073
8374,NSUN4,ENSG00000117481,387338,Nsun4,ENSMUSG00000028706,72181
8375,PRRC2C,ENSG00000117523,23215,Prrc2c,ENSMUSG00000040225,226562
8376,DARS2,ENSG00000117593,55157,Dars2,ENSMUSG00000026709,226539
8377,SLC35A3,ENSG00000117620,23443,Slc35a3,ENSMUSG00000027957,229782
8378,RPA2,ENSG00000117748,6118,Rpa2,ENSMUSG00000028884,19891
8379,SLC5A9,ENSG00000117834,200010,Slc5a9,ENSMUSG00000028544,230612
8380,ESYT2,ENSG00000117868,57488,Esyt2,ENSMUSG00000021171,52635
8381,MESD,ENSG00000117899,23184,Mesd,ENSMUSG00000038503,67943
8382,DDX59,ENSG00000118197,83479,Ddx59,ENSMUSG00000026404,67997
8383,ATF6,ENSG00000118217,22926,Atf6,ENSMUSG00000026663,226641
8384,MREG,ENSG00000118242,55686,Mreg,ENSMUSG00000039395,381269
8385,CA14,ENSG00000118298,23632,Car14,ENSMUSG00000038526,23831
8386,ATP10B,ENSG00000118322,23120,Atp10b,ENSMUSG00000055415,319767
8387,ARG1,ENSG00000118520,383,Arg1,ENSMUSG00000019987,11846
8388,RXYLT1,ENSG00000118600,10329,Rxylt1,ENSMUSG00000034620,216395
8389,VAMP8,ENSG00000118640,8673,Vamp8,ENSMUSG00000050732,22320
8390,UBN1,ENSG00000118900,29855,Ubn1,ENSMUSG00000039473,170644
8391,CYP20A1,ENSG00000119004,57404,Cyp20a1,ENSMUSG00000049439,77951
8392,CCDC92,ENSG00000119242,80212,Ccdc92,ENSMUSG00000037979,215707
8393,HEATR1,ENSG00000119285,55127,Heatr1,ENSMUSG00000050244,217995
8394,ABITRAM,ENSG00000119328,54942,Abitram,ENSMUSG00000038827,230234
8395,GLE1,ENSG00000119392,2733,Gle1,ENSMUSG00000019715,74412
8396,PHF19,ENSG00000119403,26147,Phf19,ENSMUSG00000026873,74016
8397,NEK6,ENSG00000119408,10783,Nek6,ENSMUSG00000026749,59126
8398,NDUFA8,ENSG00000119421,4702,Ndufa8,ENSMUSG00000026895,68375
8399,HSDL2,ENSG00000119471,84263,Hsdl2,ENSMUSG00000028383,72479
8400,GALNT12,ENSG00000119514,79695,Galnt12,ENSMUSG00000039774,230145
8401,ZBTB45,ENSG00000119574,84878,Zbtb45,ENSMUSG00000049600,232879
8402,FLVCR2,ENSG00000119686,55640,Flvcr2,ENSMUSG00000034258,217721
8403,COQ6,ENSG00000119723,51004,Coq6,ENSMUSG00000021235,217707
8404,ZNF410,ENSG00000119725,57862,Zfp410,ENSMUSG00000042472,52708
8405,SLC17A5,ENSG00000119899,26503,Slc17a5,ENSMUSG00000049624,235504
8406,SLF2,ENSG00000119906,55719,Slf2,ENSMUSG00000036097,226151
8407,PPP1R3C,ENSG00000119938,5507,Ppp1r3c,ENSMUSG00000067279,53412
8408,PYROXD2,ENSG00000119943,84795,Pyroxd2,ENSMUSG00000060224,74580
8409,HELLS,ENSG00000119969,3070,Hells,ENSMUSG00000025001,15201
8410,CFAP58,ENSG00000120051,159686,Cfap58,ENSMUSG00000046585,381229
8411,CPN1,ENSG00000120054,1369,Cpn1,ENSMUSG00000025196,93721
8412,KANSL1,ENSG00000120071,284058,Kansl1,ENSMUSG00000018412,76719
8413,HOXB1,ENSG00000120094,3211,Hoxb1,ENSMUSG00000018973,15407
8414,MRPS14,ENSG00000120333,63931,Mrps14,ENSMUSG00000058267,64659
8415,IQSEC3,ENSG00000120645,440073,Iqsec3,ENSMUSG00000040797,243621
8416,TNFSF11,ENSG00000120659,8600,Tnfsf11,ENSMUSG00000022015,21943
8417,SIL1,ENSG00000120725,64374,Sil1,ENSMUSG00000024357,81500
8418,ZFP30,ENSG00000120784,22835,Zfp30,ENSMUSG00000047473,22693
8419,UTP20,ENSG00000120800,27340,Utp20,ENSMUSG00000004356,70683
8420,ADRA1A,ENSG00000120907,148,Adra1a,ENSMUSG00000045875,11549
8421,PPP3CC,ENSG00000120910,5533,Ppp3cc,ENSMUSG00000022092,19057
8422,SLC35B1,ENSG00000121073,10237,Slc35b1,ENSMUSG00000020873,110172
8423,TENT4B,ENSG00000121274,64282,Tent4b,ENSMUSG00000036779,214627
8424,ADCY7,ENSG00000121281,113,Adcy7,ENSMUSG00000031659,11513
8425,ECHDC2,ENSG00000121310,55268,Echdc2,ENSMUSG00000028601,52430
8426,PYROXD1,ENSG00000121350,79912,Pyroxd1,ENSMUSG00000041671,232491
8427,B4GALT4,ENSG00000121578,8702,B4galt4,ENSMUSG00000022793,56375
8428,PEX16,ENSG00000121680,9409,Pex16,ENSMUSG00000027222,18633
8429,DEPDC7,ENSG00000121690,91614,Depdc7,ENSMUSG00000027173,211896
8430,FABP3,ENSG00000121769,2170,Fabp3,ENSMUSG00000028773,14077
8431,FLT3,ENSG00000122025,2322,Flt3,ENSMUSG00000042817,14255
8432,ZC3H7A,ENSG00000122299,29066,Zc3h7a,ENSMUSG00000037965,106205
8433,SERAC1,ENSG00000122335,84947,Serac1,ENSMUSG00000015659,321007
8434,PRXL2A,ENSG00000122378,84293,Prxl2a,ENSMUSG00000021792,70564
8435,TRMT13,ENSG00000122435,54482,Trmt13,ENSMUSG00000033439,229780
8436,LRRC39,ENSG00000122477,127495,Lrrc39,ENSMUSG00000027961,109245
8437,ZNF644,ENSG00000122482,84146,Zfp644,ENSMUSG00000049606,52397
8438,CCDC18,ENSG00000122483,343099,Ccdc18,ENSMUSG00000056531,73254
8439,BBS9,ENSG00000122507,27241,Bbs9,ENSMUSG00000035919,319845
8440,FKBP9,ENSG00000122642,11328,Fkbp9,ENSMUSG00000029781,27055
8441,RAMP3,ENSG00000122679,10268,Ramp3,ENSMUSG00000041046,56089
8442,SLC25A51,ENSG00000122696,92014,Slc25a51,ENSMUSG00000045973,230125
8443,AKR1D1,ENSG00000122787,6718,Akr1d1,ENSMUSG00000038641,208665
8444,CHST3,ENSG00000122863,9469,Chst3,ENSMUSG00000057337,53374
8445,CISD1,ENSG00000122873,55847,Cisd1,ENSMUSG00000037710,52637
8446,DDX54,ENSG00000123064,79039,Ddx54,ENSMUSG00000029599,71990
8447,ZC3H13,ENSG00000123200,23091,Zc3h13,ENSMUSG00000022000,67302
8448,SPATS2,ENSG00000123352,65244,Spats2,ENSMUSG00000051934,72572
8449,NR4A1,ENSG00000123358,3164,Nr4a1,ENSMUSG00000023034,15370
8450,EEF1AKMT3,ENSG00000123427,25895,Eef1akmt3,ENSMUSG00000080115,100504608
8451,TTC21B,ENSG00000123607,79809,Ttc21b,ENSMUSG00000034848,73668
8452,BAZ2B,ENSG00000123636,29994,Baz2b,ENSMUSG00000026987,407823
8453,SLC36A1,ENSG00000123643,206358,Slc36a1,ENSMUSG00000020261,215335
8454,COQ8B,ENSG00000123815,79934,Coq8b,ENSMUSG00000003762,76889
8455,DNPEP,ENSG00000123992,23549,Dnpep,ENSMUSG00000026209,13437
8456,OBSL1,ENSG00000124006,23363,Obsl1,ENSMUSG00000026211,98733
8457,ENKD1,ENSG00000124074,84080,Enkd1,ENSMUSG00000013155,102124
8458,KCNS1,ENSG00000124134,3787,Kcns1,ENSMUSG00000040164,16538
8459,NCOA3,ENSG00000124151,8202,Ncoa3,ENSMUSG00000027678,17979
8460,TOX2,ENSG00000124191,84969,Tox2,ENSMUSG00000074607,269389
8461,PTGIS,ENSG00000124212,5740,Ptgis,ENSMUSG00000017969,19223
8462,PMEPA1,ENSG00000124225,56937,Pmepa1,ENSMUSG00000038400,65112
8463,CHST8,ENSG00000124302,64377,Chst8,ENSMUSG00000060402,68947
8464,STAMBP,ENSG00000124356,10617,Stambp,ENSMUSG00000006906,70527
8465,HIF3A,ENSG00000124440,64344,Hif3a,ENSMUSG00000004328,53417
8466,F13A1,ENSG00000124491,2162,F13a1,ENSMUSG00000039109,74145
8467,SIRT5,ENSG00000124523,23408,Sirt5,ENSMUSG00000054021,68346
8468,ABCC10,ENSG00000124574,89845,Abcc10,ENSMUSG00000032842,224814
8469,UNC5CL,ENSG00000124602,222643,Unc5cl,ENSMUSG00000043592,76589
8470,AARS2,ENSG00000124608,57505,Aars2,ENSMUSG00000023938,224805
8471,MOCS1,ENSG00000124615,4337,Mocs1,ENSMUSG00000064120,56738
8472,SPDEF,ENSG00000124664,25803,Spdef,ENSMUSG00000024215,30051
8473,MEA1,ENSG00000124733,4201,Mea1,ENSMUSG00000002768,17256
8474,SLC35B3,ENSG00000124786,51000,Slc35b3,ENSMUSG00000021432,108652
8475,RPP40,ENSG00000124787,10799,Rpp40,ENSMUSG00000021418,208366
8476,ATXN1,ENSG00000124788,6310,Atxn1,ENSMUSG00000046876,20238
8477,MYRF,ENSG00000124920,745,Myrf,ENSMUSG00000036098,225908
8478,MT2A,ENSG00000125148,4502,Mt2,ENSMUSG00000031762,17750
8479,GPR18,ENSG00000125245,2841,Gpr18,ENSMUSG00000050350,110168
8480,CLYBL,ENSG00000125246,171425,Clybl,ENSMUSG00000025545,69634
8481,ABCC4,ENSG00000125257,10257,Abcc4,ENSMUSG00000032849,239273
8482,IRF1,ENSG00000125347,3659,Irf1,ENSMUSG00000018899,16362
8483,UPF3B,ENSG00000125351,65109,Upf3b,ENSMUSG00000036572,68134
8484,NDUFA1,ENSG00000125356,4694,Ndufa1,ENSMUSG00000016427,54405
8485,PTGER2,ENSG00000125384,5732,Ptger2,ENSMUSG00000037759,19217
8486,FAM193A,ENSG00000125386,8603,Fam193a,ENSMUSG00000037210,231128
8487,TEKT3,ENSG00000125409,64518,Tekt3,ENSMUSG00000042189,71062
8488,MRPS7,ENSG00000125445,51081,Mrps7,ENSMUSG00000046756,50529
8489,GGA3,ENSG00000125447,23163,Gga3,ENSMUSG00000020740,260302
8490,ARMC7,ENSG00000125449,79637,Armc7,ENSMUSG00000057219,276905
8491,NT5C,ENSG00000125458,30833,Nt5c,ENSMUSG00000020736,50773
8492,PPP1R12C,ENSG00000125503,54776,Ppp1r12c,ENSMUSG00000019254,232807
8493,CLPP,ENSG00000125656,8192,Clpp,ENSMUSG00000002660,53895
8494,TRIP10,ENSG00000125733,9322,Trip10,ENSMUSG00000019487,106628
8495,GPR108,ENSG00000125734,56927,Gpr108,ENSMUSG00000005823,78308
8496,PSMF1,ENSG00000125818,9491,Psmf1,ENSMUSG00000032869,228769
8497,STK35,ENSG00000125834,140901,Stk35,ENSMUSG00000037885,67333
8498,RRBP1,ENSG00000125844,6238,Rrbp1,ENSMUSG00000027422,81910
8499,LAMP5,ENSG00000125869,24141,Lamp5,ENSMUSG00000027270,76161
8500,OTOR,ENSG00000125879,56914,Otor,ENSMUSG00000027416,57329
8501,MCM8,ENSG00000125885,84515,Mcm8,ENSMUSG00000027353,66634
8502,FAM110A,ENSG00000125898,83541,Fam110a,ENSMUSG00000027459,73847
8503,AMOT,ENSG00000126016,154796,Amot,ENSMUSG00000041688,27494
8504,TMEM53,ENSG00000126106,79639,Tmem53,ENSMUSG00000048772,68777
8505,PCID2,ENSG00000126226,55795,Pcid2,ENSMUSG00000038542,234069
8506,KIRREL2,ENSG00000126259,84063,Kirrel2,ENSMUSG00000036915,243911
8507,FFAR2,ENSG00000126262,2867,Ffar2,ENSMUSG00000051314,233079
8508,FFAR1,ENSG00000126266,2864,Ffar1,ENSMUSG00000044453,233081
8509,COX6B1,ENSG00000126267,1340,Cox6b1,ENSMUSG00000036751,110323
8510,KRT36,ENSG00000126337,8689,Krt36,ENSMUSG00000020916,16673
8511,CCR7,ENSG00000126353,1236,Ccr7,ENSMUSG00000037944,12775
8512,SCAF1,ENSG00000126461,58506,Scaf1,ENSMUSG00000038406,233208
8513,STAT5A,ENSG00000126561,6776,Stat5a,ENSMUSG00000004043,20850
8514,WNK4,ENSG00000126562,65266,Wnk4,ENSMUSG00000035112,69847
8515,UXT,ENSG00000126756,8409,Uxt,ENSMUSG00000001134,22294
8516,ELK1,ENSG00000126767,2002,Elk1,ENSMUSG00000009406,13712
8517,SLC10A3,ENSG00000126903,8273,Slc10a3,ENSMUSG00000032806,214601
8518,ARMCX1,ENSG00000126947,51309,Armcx1,ENSMUSG00000033460,78248
8519,RGS13,ENSG00000127074,6003,Rgs13,ENSMUSG00000051079,246709
8520,TRAF2,ENSG00000127191,7186,Traf2,ENSMUSG00000026942,22030
8521,ABHD8,ENSG00000127220,79575,Abhd8,ENSMUSG00000007950,64296
8522,ATP13A4,ENSG00000127249,84239,Atp13a4,ENSMUSG00000038094,224079
8523,BEST3,ENSG00000127325,144453,Best3,ENSMUSG00000020169,382427
8524,FGFRL1,ENSG00000127418,53834,Fgfrl1,ENSMUSG00000008090,116701
8525,SIN3B,ENSG00000127511,23309,Sin3b,ENSMUSG00000031622,20467
8526,UQCR11,ENSG00000127540,10975,Uqcr11,ENSMUSG00000020163,66594
8527,WFIKKN1,ENSG00000127578,117166,Wfikkn1,ENSMUSG00000071192,215001
8528,IL17B,ENSG00000127743,27190,Il17b,ENSMUSG00000024578,56069
8529,PTPN12,ENSG00000127947,5782,Ptpn12,ENSMUSG00000028771,19248
8530,STEAP4,ENSG00000127954,79689,Steap4,ENSMUSG00000012428,117167
8531,ZFP36,ENSG00000128016,7538,Zfp36,ENSMUSG00000044786,22695
8532,KDR,ENSG00000128052,3791,Kdr,ENSMUSG00000062960,16542
8533,DGCR6L,ENSG00000128185,85359,Dgcr6,ENSMUSG00000003531,13353
8534,ASPHD2,ENSG00000128203,57168,Asphd2,ENSMUSG00000029348,72898
8535,GAL3ST1,ENSG00000128242,9514,Gal3st1,ENSMUSG00000049721,53897
8536,ATF4,ENSG00000128272,468,Atf4,ENSMUSG00000042406,11911
8537,SPECC1,ENSG00000128487,92521,Specc1,ENSMUSG00000042331,432572
8538,CPA4,ENSG00000128510,51200,Cpa4,ENSMUSG00000039070,71791
8539,VGF,ENSG00000128564,7425,Vgf,ENSMUSG00000037428,381677
8540,IRF5,ENSG00000128604,3663,Irf5,ENSMUSG00000029771,27056
8541,OPN1SW,ENSG00000128617,611,Opn1sw,ENSMUSG00000058831,12057
8542,MRPS12,ENSG00000128626,6183,Mrps12,ENSMUSG00000045948,24030
8543,HOXD1,ENSG00000128645,3231,Hoxd1,ENSMUSG00000042448,15429
8544,OSGEPL1,ENSG00000128694,64172,Osgepl1,ENSMUSG00000026096,72085
8545,HOXD9,ENSG00000128709,3235,Hoxd9,ENSMUSG00000043342,15438
8546,CGNL1,ENSG00000128849,84952,Cgnl1,ENSMUSG00000032232,68178
8547,DLL4,ENSG00000128917,54567,Dll4,ENSMUSG00000027314,54485
8548,ARPP19,ENSG00000128989,10776,Arpp19,ENSMUSG00000007656,59046
8549,VPS13C,ENSG00000129003,54832,Vps13c,ENSMUSG00000035284,320528
8550,ISLR,ENSG00000129009,3671,Islr,ENSMUSG00000037206,26968
8551,ACKR4,ENSG00000129048,51554,Ackr4,ENSMUSG00000079355,252837
8552,E2F8,ENSG00000129173,79733,E2f8,ENSMUSG00000046179,108961
8553,CDKN2D,ENSG00000129355,1032,Cdkn2d,ENSMUSG00000096472,12581
8554,DTD2,ENSG00000129480,112487,Dtd2,ENSMUSG00000020956,328092
8555,PARP2,ENSG00000129484,10038,Parp2,ENSMUSG00000036023,11546
8556,EAPP,ENSG00000129518,55837,Eapp,ENSMUSG00000054302,66266
8557,KLF16,ENSG00000129911,83855,Klf16,ENSMUSG00000035397,118445
8558,DOHH,ENSG00000129932,83475,Dohh,ENSMUSG00000078440,102115
8559,PLPPR3,ENSG00000129951,79948,Plppr3,ENSMUSG00000035835,216152
8560,CBFA2T3,ENSG00000129993,863,Cbfa2t3,ENSMUSG00000006362,12398
8561,KCNA5,ENSG00000130037,3741,Kcna5,ENSMUSG00000045534,16493
8562,NXNL2,ENSG00000130045,158046,Nxnl2,ENSMUSG00000021396,75124
8563,GNL3L,ENSG00000130119,54552,Gnl3l,ENSMUSG00000025266,237107
8564,PRKCSH,ENSG00000130175,5589,Prkcsh,ENSMUSG00000003402,19089
8565,MLLT1,ENSG00000130382,4298,Mllt1,ENSMUSG00000024212,64144
8566,CACNG6,ENSG00000130433,59285,Cacng6,ENSMUSG00000078815,54378
8567,FCHO1,ENSG00000130475,23149,Fcho1,ENSMUSG00000070000,74015
8568,SSBP4,ENSG00000130511,170463,Ssbp4,ENSMUSG00000070003,76900
8569,TRPM4,ENSG00000130529,54795,Trpm4,ENSMUSG00000038260,68667
8570,CAMSAP1,ENSG00000130559,157922,Camsap1,ENSMUSG00000026933,227634
8571,ATXN10,ENSG00000130638,25814,Atxn10,ENSMUSG00000016541,54138
8572,CEP85,ENSG00000130695,64793,Cep85,ENSMUSG00000037443,70012
8573,TAF4,ENSG00000130699,6874,Taf4,ENSMUSG00000039117,228980
8574,POMT1,ENSG00000130714,10585,Pomt1,ENSMUSG00000039254,99011
8575,ATG4D,ENSG00000130734,84971,Atg4d,ENSMUSG00000002820,235040
8576,ZC3H4,ENSG00000130749,23211,Zc3h4,ENSMUSG00000059273,330474
8577,NPAS1,ENSG00000130751,4861,Npas1,ENSMUSG00000001988,18142
8578,CLIP1,ENSG00000130779,6249,Clip1,ENSMUSG00000049550,56430
8579,ZNF317,ENSG00000130803,57693,Zfp317,ENSMUSG00000057551,244713
8580,DUSP9,ENSG00000130829,1852,Dusp9,ENSMUSG00000031383,75590
8581,ZNF236,ENSG00000130856,7776,Zfp236,ENSMUSG00000041258,329002
8582,HABP4,ENSG00000130956,22927,Habp4,ENSMUSG00000021476,56541
8583,EPS8L1,ENSG00000131037,54869,Eps8l1,ENSMUSG00000006154,67425
8584,NFATC1,ENSG00000131196,4772,Nfatc1,ENSMUSG00000033016,18018
8585,PPT1,ENSG00000131238,5538,Ppt1,ENSMUSG00000028657,19063
8586,RLIM,ENSG00000131263,51132,Rlim,ENSMUSG00000056537,19820
8587,CDX4,ENSG00000131264,1046,Cdx4,ENSMUSG00000031326,12592
8588,TBC1D5,ENSG00000131374,9779,Tbc1d5,ENSMUSG00000023923,72238
8589,RBSN,ENSG00000131381,64145,Rbsn,ENSMUSG00000014550,78287
8590,NR1H2,ENSG00000131408,7376,Nr1h2,ENSMUSG00000060601,22260
8591,AOC3,ENSG00000131471,8639,Aoc3,ENSMUSG00000019326,11754
8592,NDUFA2,ENSG00000131495,4695,Ndufa2,ENSMUSG00000014294,17991
8593,KREMEN2,ENSG00000131650,79412,Kremen2,ENSMUSG00000040680,73016
8594,ZCCHC9,ENSG00000131732,84240,Zcchc9,ENSMUSG00000021621,69085
8595,STARD3,ENSG00000131748,10948,Stard3,ENSMUSG00000018167,59045
8596,CHD1L,ENSG00000131778,9557,Chd1l,ENSMUSG00000028089,68058
8597,FMO5,ENSG00000131781,2330,Fmo5,ENSMUSG00000028088,14263
8598,FSHB,ENSG00000131808,2488,Fshb,ENSMUSG00000027120,14308
8599,RHPN2,ENSG00000131941,85415,Rhpn2,ENSMUSG00000030494,52428
8600,GCH1,ENSG00000131979,2643,Gch1,ENSMUSG00000037580,14528
8601,CC2D1A,ENSG00000132024,54862,Cc2d1a,ENSMUSG00000036686,212139
8602,CCT6B,ENSG00000132141,10693,Cct6b,ENSMUSG00000020698,12467
8603,NUP210,ENSG00000132182,23225,Nup210,ENSMUSG00000030091,54563
8604,TIMM10B,ENSG00000132286,26515,Timm10b,ENSMUSG00000089847,14356
8605,RPA1,ENSG00000132383,6117,Rpa1,ENSMUSG00000000751,68275
8606,SERPINF1,ENSG00000132386,5176,Serpinf1,ENSMUSG00000000753,20317
8607,UTP3,ENSG00000132467,57050,Utp3,ENSMUSG00000070697,65961
8608,ITGB4,ENSG00000132470,3691,Itgb4,ENSMUSG00000020758,192897
8609,EIF5A,ENSG00000132507,1984,Eif5a,ENSMUSG00000078812,276770
8610,GUCY2D,ENSG00000132518,3000,Gucy2e,ENSMUSG00000020890,14919
8611,VPS13B,ENSG00000132549,157680,Vps13b,ENSMUSG00000037646,666173
8612,MATN2,ENSG00000132561,4147,Matn2,ENSMUSG00000022324,17181
8613,PRMT7,ENSG00000132600,54496,Prmt7,ENSMUSG00000060098,214572
8614,TERF2,ENSG00000132604,7014,Terf2,ENSMUSG00000031921,21750
8615,ANKEF1,ENSG00000132623,63926,Ankef1,ENSMUSG00000074771,319196
8616,PCED1A,ENSG00000132635,64773,Pced1a,ENSMUSG00000037773,319513
8617,RIN2,ENSG00000132669,54453,Rin2,ENSMUSG00000001768,74030
8618,RIN2,ENSG00000132669,54453,Rin2,ENSMUSG00000001768,408057
8619,ATP1A4,ENSG00000132681,480,Atp1a4,ENSMUSG00000007107,27222
8620,ARHGEF11,ENSG00000132694,9826,Arhgef11,ENSMUSG00000041977,213498
8621,MMACHC,ENSG00000132763,25974,Mmachc,ENSMUSG00000028690,67096
8622,DPH2,ENSG00000132768,1802,Dph2,ENSMUSG00000028540,67728
8623,OSER1,ENSG00000132823,51526,Oser1,ENSMUSG00000035399,66680
8624,BHMT2,ENSG00000132840,23743,Bhmt2,ENSMUSG00000042118,64918
8625,SLC14A2,ENSG00000132874,8170,Slc14a2,ENSMUSG00000024552,27411
8626,MYBPH,ENSG00000133055,4608,Mybph,ENSMUSG00000042451,53311
8627,SPART,ENSG00000133104,23111,Spg20,ENSMUSG00000036580,229285
8628,POSTN,ENSG00000133110,10631,Postn,ENSMUSG00000027750,50706
8629,KL,ENSG00000133116,9365,Kl,ENSMUSG00000058488,16591
8630,BTBD2,ENSG00000133243,55643,Btbd2,ENSMUSG00000003344,208198
8631,MACROD1,ENSG00000133315,28992,Macrod1,ENSMUSG00000036278,107227
8632,SEC14L4,ENSG00000133488,284904,Sec14l4,ENSMUSG00000019368,103655
8633,C12orf29,ENSG00000133641,91298,4930430F08Rik,ENSMUSG00000046567,68281
8634,E2F5,ENSG00000133740,1875,E2f5,ENSMUSG00000027552,13559
8635,MICAL2,ENSG00000133816,9645,Mical2,ENSMUSG00000038244,320878
8636,COX16,ENSG00000133983,51241,Cox16,ENSMUSG00000091803,66272
8637,LOXL2,ENSG00000134013,4017,Loxl2,ENSMUSG00000034205,94352
8638,MRPS36,ENSG00000134056,92259,Mrps36,ENSMUSG00000061474,66128
8639,CCNB1,ENSG00000134057,891,Ccnb1,ENSMUSG00000041431,268697
8640,CHL1,ENSG00000134121,10752,Chl1,ENSMUSG00000030077,12661
8641,KATNBL1,ENSG00000134152,79768,Katnbl1,ENSMUSG00000027132,72425
8642,TRPM1,ENSG00000134160,4308,Trpm1,ENSMUSG00000030523,17364
8643,GSTM1,ENSG00000134184,2944,Gstm2,ENSMUSG00000040562,14863
8644,GSTM1,ENSG00000134184,2944,Gstm1,ENSMUSG00000058135,14862
8645,GSTM1,ENSG00000134184,2944,Gstm6,ENSMUSG00000068762,14867
8646,GSTM1,ENSG00000134184,2944,Gstm3,ENSMUSG00000004038,14864
8647,GSTM1,ENSG00000134184,2944,Gm6665,ENSMUSG00000091561,<NA>
8648,TSHB,ENSG00000134200,7252,Tshb,ENSMUSG00000027857,22094
8649,NGF,ENSG00000134259,4803,Ngf,ENSMUSG00000027859,18049
8650,RSAD2,ENSG00000134321,91543,Rsad2,ENSMUSG00000020641,58185
8651,MYCN,ENSG00000134323,4613,Mycn,ENSMUSG00000037169,18109
