,mouse_symbol,mouse_ensembl,mouse_entrez,human_symbol,human_ensembl,human_entrez
11408,Trip11,ENSMUSG00000021188,109181,TRIP11,ENSG00000100815,9321
11409,Lgmn,ENSMUSG00000021190,19141,LGMN,ENSG00000100600,5641
11410,Golga5,ENSMUSG00000021192,27277,GOLGA5,ENSG00000066455,9950
11411,Unc79,ENSMUSG00000021198,217843,UNC79,ENSG00000133958,57578
11412,Otub2,ENSMUSG00000021203,68149,OTUB2,ENSG00000089723,78990
11413,Ppp4r4,ENSMUSG00000021209,74521,PPP4R4,ENSG00000119698,57718
11414,Net1,ENSMUSG00000021215,56349,NET1,ENSG00000173848,10276
11415,Tubal3,ENSMUSG00000021216,238463,TUBAL3,ENSG00000178462,79861
11416,Rgs6,ENSMUSG00000021219,50779,RGS6,ENSG00000182732,9628
11417,Dpf3,ENSMUSG00000021221,70127,DPF3,ENSG00000205683,8110
11418,Papln,ENSMUSG00000021223,170721,PAPLN,ENSG00000100767,89932
11419,Aldh6a1,ENSMUSG00000021238,104776,ALDH6A1,ENSG00000119711,4329
11420,Ylpm1,ENSMUSG00000021244,56531,YLPM1,ENSG00000119596,56252
11421,Mlh3,ENSMUSG00000021245,217716,MLH3,ENSG00000119684,27030
11422,Fos,ENSMUSG00000021250,14281,FOS,ENSG00000170345,2353
11423,Erg28,ENSMUSG00000021252,58520,ERG28,ENSG00000133935,11161
11424,Zfp839,ENSMUSG00000021271,72805,ZNF839,ENSG00000022976,55778
11425,Traf3,ENSMUSG00000021277,22031,TRAF3,ENSG00000131323,7187
11426,Tnfaip2,ENSMUSG00000021281,21928,TNFAIP2,ENSG00000185215,7127
11427,Eif5,ENSMUSG00000021282,217869,EIF5,ENSG00000100664,1983
11428,Ppp1r13b,ENSMUSG00000021285,21981,PPP1R13B,ENSG00000088808,23368
11429,Zfyve21,ENSMUSG00000021286,68520,ZFYVE21,ENSG00000100711,79038
11430,Kif26a,ENSMUSG00000021294,668303,KIF26A,ENSG00000066735,26153
11431,Gpr137b,ENSMUSG00000021306,83924,GPR137B,ENSG00000077585,7107
11432,Ippk,ENSMUSG00000021385,75678,IPPK,ENSG00000127080,64768
11433,Spin1,ENSMUSG00000021395,20729,SPIN1,ENSG00000106723,10927
11434,Nxnl2,ENSMUSG00000021396,75124,NXNL2,ENSG00000130045,158046
11435,Pxdc1,ENSMUSG00000021411,66895,PXDC1,ENSG00000168994,221749
11436,Prpf4b,ENSMUSG00000021413,19134,PRPF4B,ENSG00000112739,8899
11437,Rpp40,ENSMUSG00000021418,208366,RPP40,ENSG00000124787,10799
11438,Shc3,ENSMUSG00000021448,20418,SHC3,ENSG00000148082,53358
11439,Fbp2,ENSMUSG00000021456,14120,FBP2,ENSG00000130957,8789
11440,Ror2,ENSMUSG00000021464,26564,ROR2,ENSG00000169071,4920
11441,Ptch1,ENSMUSG00000021466,19206,PTCH1,ENSG00000185920,5727
11442,Msx2,ENSMUSG00000021469,17702,MSX2,ENSG00000120149,4488
11443,Sfxn1,ENSMUSG00000021474,14057,SFXN1,ENSG00000164466,94081
11444,Habp4,ENSMUSG00000021476,56541,HABP4,ENSG00000130956,22927
11445,Zfp346,ENSMUSG00000021481,26919,ZNF346,ENSG00000113761,23567
11446,Prxl2c,ENSMUSG00000021482,66129,PRXL2C,ENSG00000158122,195827
11447,Cdk20,ENSMUSG00000021483,105278,CDK20,ENSG00000156345,23552
11448,Prelid1,ENSMUSG00000021486,66494,PRELID1,ENSG00000169230,27166
11449,Nsd1,ENSMUSG00000021488,18193,NSD1,ENSG00000165671,64324
11450,Slc34a1,ENSMUSG00000021490,20505,SLC34A1,ENSG00000131183,6569
11451,F12,ENSMUSG00000021492,58992,F12,ENSG00000131187,2161
11452,Pdlim7,ENSMUSG00000021493,67399,PDLIM7,ENSG00000196923,9260
11453,B4galt7,ENSMUSG00000021504,218271,B4GALT7,ENSG00000027847,11285
11454,Fastkd3,ENSMUSG00000021532,69577,FASTKD3,ENSG00000124279,79072
11455,Hnrnpk,ENSMUSG00000021546,15387,HNRNPK,ENSG00000165119,3190
11456,2210016F16Rik,ENSMUSG00000021550,70153,C9orf64,ENSG00000165118,84267
11457,Gkap1,ENSMUSG00000021552,56278,GKAP1,ENSG00000165113,80318
11458,Agtpbp1,ENSMUSG00000021557,67269,AGTPBP1,ENSG00000135049,23287
11459,Agtpbp1,ENSMUSG00000021557,319469,AGTPBP1,ENSG00000135049,23287
11460,Srd5a1,ENSMUSG00000021594,78925,SRD5A1,ENSG00000145545,6715
11461,Nsun2,ENSMUSG00000021595,28114,NSUN2,ENSG00000037474,54888
11462,Irx4,ENSMUSG00000021604,50916,IRX4,ENSG00000113430,50805
11463,Mrpl36,ENSMUSG00000021607,94066,MRPL36,ENSG00000171421,64979
11464,Lpcat1,ENSMUSG00000021608,210992,LPCAT1,ENSG00000153395,79888
11465,Clptm1l,ENSMUSG00000021610,218335,CLPTM1L,ENSG00000049656,81037
11466,Cd180,ENSMUSG00000021624,17079,CD180,ENSG00000134061,4064
11467,Hexb,ENSMUSG00000021665,15212,HEXB,ENSG00000049860,3074
11468,Gfm2,ENSMUSG00000021666,320806,GFM2,ENSG00000164347,84340
11469,F2rl2,ENSMUSG00000021675,14064,F2RL2,ENSG00000164220,2151
11470,Iqgap2,ENSMUSG00000021676,544963,IQGAP2,ENSG00000145703,10788
11471,S100z,ENSMUSG00000021679,268686,S100Z,ENSG00000171643,170591
11472,Crhbp,ENSMUSG00000021680,12919,CRHBP,ENSG00000145708,1393
11473,Aggf1,ENSMUSG00000021681,66549,AGGF1,ENSG00000164252,55109
11474,Jmy,ENSMUSG00000021690,57748,JMY,ENSG00000152409,133746
11475,Dimt1,ENSMUSG00000021692,66254,DIMT1,ENSG00000086189,27292
11476,Kif2a,ENSMUSG00000021693,16563,KIF2A,ENSG00000068796,3796
11477,Depdc1b,ENSMUSG00000021697,218581,DEPDC1B,ENSG00000035499,55789
11478,Rab3c,ENSMUSG00000021700,67295,RAB3C,ENSG00000152932,115827
11479,Plk2,ENSMUSG00000021701,20620,PLK2,ENSG00000145632,10769
11480,Thbs4,ENSMUSG00000021702,21828,THBS4,ENSG00000113296,7060
11481,Serinc5,ENSMUSG00000021703,218442,SERINC5,ENSG00000164300,256987
11482,Nln,ENSMUSG00000021710,75805,NLN,ENSG00000123213,57486
11483,Trappc13,ENSMUSG00000021711,66975,TRAPPC13,ENSG00000113597,80006
11484,Trim23,ENSMUSG00000021712,81003,TRIM23,ENSG00000113595,373
11485,Ppwd1,ENSMUSG00000021713,238831,PPWD1,ENSG00000113593,23398
11486,Parp8,ENSMUSG00000021725,52552,PARP8,ENSG00000151883,79668
11487,Pdhb,ENSMUSG00000021748,68263,PDHB,ENSG00000168291,5162
11488,Map3k1,ENSMUSG00000021754,26401,MAP3K1,ENSG00000095015,4214
11489,Il6st,ENSMUSG00000021756,16195,IL6ST,ENSG00000134352,3572
11490,Plpp1,ENSMUSG00000021759,19012,PLPP1,ENSG00000067113,8611
11491,Ndufs4,ENSMUSG00000021764,17993,NDUFS4,ENSG00000164258,4724
11492,Fst,ENSMUSG00000021765,14313,FST,ENSG00000134363,10468
11493,Ube2e1,ENSMUSG00000021774,22194,UBE2E1,ENSG00000170142,7324
11494,Nr1d2,ENSMUSG00000021775,353187,NR1D2,ENSG00000174738,9975
11495,Thrb,ENSMUSG00000021779,21834,THRB,ENSG00000151090,7068
11496,Rtraf,ENSMUSG00000021807,68045,RTRAF,ENSG00000087302,51637
11497,Dnajc9,ENSMUSG00000021811,108671,DNAJC9,ENSG00000213551,23234
11498,Bmp4,ENSMUSG00000021835,12159,BMP4,ENSG00000125378,652
11499,Ktn1,ENSMUSG00000021843,16709,KTN1,ENSG00000126777,3895
11500,Otx2,ENSMUSG00000021848,18424,OTX2,ENSG00000165588,5015
11501,Nisch,ENSMUSG00000021910,64652,NISCH,ENSG00000010322,11188
11502,Spcs1,ENSMUSG00000021917,69019,SPCS1,ENSG00000114902,28972
11503,Nek4,ENSMUSG00000021918,23955,NEK4,ENSG00000114904,6787
11504,Itih4,ENSMUSG00000021922,16427,ITIH4,ENSG00000055955,3700
11505,Prkcd,ENSMUSG00000021948,18753,PRKCD,ENSG00000163932,5580
11506,Hmbox1,ENSMUSG00000021972,219150,HMBOX1,ENSG00000147421,79618
11507,Ints9,ENSMUSG00000021975,210925,INTS9,ENSG00000104299,55756
11508,Cacna2d3,ENSMUSG00000021991,12294,CACNA2D3,ENSG00000157445,55799
11509,Elp3,ENSMUSG00000022031,74195,ELP3,ENSG00000134014,55140
11510,Scara5,ENSMUSG00000022032,71145,SCARA5,ENSG00000168079,286133
11511,Pbk,ENSMUSG00000022033,52033,PBK,ENSG00000168078,55872
11512,Clu,ENSMUSG00000022037,12759,CLU,ENSG00000120885,1191
11513,Chrna2,ENSMUSG00000022041,110902,CHRNA2,ENSG00000120903,1135
11514,Stmn4,ENSMUSG00000022044,56471,STMN4,ENSG00000015592,81551
11515,Bnip3l,ENSMUSG00000022051,12177,BNIP3L,ENSG00000104765,665
11516,Ppp2r2a,ENSMUSG00000022052,71978,PPP2R2A,ENSG00000221914,5520
11517,Ebf2,ENSMUSG00000022053,13592,EBF2,ENSG00000221818,64641
11518,Adam7,ENSMUSG00000022056,11500,ADAM7,ENSG00000069206,8756
11519,Adamdec1,ENSMUSG00000022057,58860,ADAMDEC1,ENSG00000134028,27299
11520,Nkx3-1,ENSMUSG00000022061,18095,NKX3-1,ENSG00000167034,4824
11521,Haus4,ENSMUSG00000022177,219072,HAUS4,ENSG00000092036,54930
11522,Acin1,ENSMUSG00000022185,56215,ACIN1,ENSG00000100813,22985
11523,Psmb5,ENSMUSG00000022193,19173,PSMB5,ENSG00000100804,5693
11524,Pabpn1,ENSMUSG00000022194,12050,PABPN1,ENSG00000100836,8106
11525,Pabpn1,ENSMUSG00000022194,54196,PABPN1,ENSG00000100836,8106
11526,Slc22a17,ENSMUSG00000022199,59049,SLC22A17,ENSG00000092096,51310
11527,Jph4,ENSMUSG00000022208,319984,JPH4,ENSG00000092051,84502
11528,Dhrs4,ENSMUSG00000022210,28200,DHRS4,ENSG00000157326,10901
11529,Dhrs4,ENSMUSG00000022210,28200,DHRS4L2,ENSG00000187630,317749
11530,Carmil3,ENSMUSG00000022211,268747,CARMIL3,ENSG00000186648,90668
11531,Cpne6,ENSMUSG00000022212,12891,CPNE6,ENSG00000100884,9362
11532,Emc9,ENSMUSG00000022217,85308,EMC9,ENSG00000100908,51016
11533,Tgm1,ENSMUSG00000022218,21816,TGM1,ENSG00000092295,7051
11534,Cma1,ENSMUSG00000022225,17228,CMA1,ENSG00000092009,1215
11535,Cct5,ENSMUSG00000022234,12465,CCT5,ENSG00000150753,22948
11536,Rrm2b,ENSMUSG00000022292,382985,RRM2B,ENSG00000048392,50484
11537,Fzd6,ENSMUSG00000022297,14368,FZD6,ENSG00000164930,8323
11538,Dcaf13,ENSMUSG00000022300,223499,DCAF13,ENSG00000164934,25879
11539,Dcstamp,ENSMUSG00000022303,75766,DCSTAMP,ENSG00000164935,81501
11540,Oxr1,ENSMUSG00000022307,170719,OXR1,ENSG00000164830,55074
11541,Csmd3,ENSMUSG00000022311,239420,CSMD3,ENSG00000164796,114788
11542,Eif3h,ENSMUSG00000022312,68135,EIF3H,ENSG00000147677,8667
11543,Utp23,ENSMUSG00000022313,78581,UTP23,ENSG00000147679,84294
11544,Zfat,ENSMUSG00000022335,380993,ZFAT,ENSG00000066827,57623
11545,Eif3e,ENSMUSG00000022336,16341,EIF3E,ENSG00000104408,3646
11546,Ebag9,ENSMUSG00000022339,55960,EBAG9,ENSG00000147654,9166
11547,Kcnv1,ENSMUSG00000022342,67498,KCNV1,ENSG00000164794,27012
11548,Ndufb9,ENSMUSG00000022354,66218,NDUFB9,ENSG00000147684,4715
11549,Wdyhv1,ENSMUSG00000022359,76773,NTAQ1,ENSG00000156795,55093
11550,Tbc1d31,ENSMUSG00000022364,210544,TBC1D31,ENSG00000156787,93594
11551,Derl1,ENSMUSG00000022365,67819,DERL1,ENSG00000136986,79139
11552,Mtbp,ENSMUSG00000022369,105837,MTBP,ENSG00000172167,27085
11553,Lrrc6,ENSMUSG00000022375,<NA>,DNAAF11,ENSG00000129295,23639
11554,Adcy8,ENSMUSG00000022376,11514,ADCY8,ENSG00000155897,114
11555,Wnt7b,ENSMUSG00000022382,22422,WNT7B,ENSG00000188064,7477
11556,Ppara,ENSMUSG00000022383,19013,PPARA,ENSG00000186951,5465
11557,Brd1,ENSMUSG00000022387,223770,BRD1,ENSG00000100425,23774
11558,Ttll8,ENSMUSG00000022388,239591,TTLL8,ENSG00000138892,164714
11559,Zc3h7b,ENSMUSG00000022390,20286,ZC3H7B,ENSG00000100403,23264
11560,Rangap1,ENSMUSG00000022391,19387,RANGAP1,ENSG00000100401,5905
11561,Slc25a17,ENSMUSG00000022404,20524,SLC25A17,ENSG00000100372,10478
11562,Adsl,ENSMUSG00000022407,11564,ADSL,ENSG00000239900,158
11563,Deptor,ENSMUSG00000022419,97998,DEPTOR,ENSG00000155792,64798
11564,Dscc1,ENSMUSG00000022422,72107,DSCC1,ENSG00000136982,79075
11565,Ribc2,ENSMUSG00000022431,67747,RIBC2,ENSG00000128408,26150
11566,Smc1b,ENSMUSG00000022432,140557,SMC1B,ENSG00000077935,27127
11567,Parvb,ENSMUSG00000022438,170736,PARVB,ENSG00000188677,29780
11568,Cyp2d26,ENSMUSG00000022445,76279,CYP2D6,ENSG00000100197,1565
11569,Adamts20,ENSMUSG00000022449,223838,ADAMTS20,ENSG00000173157,80070
11570,Ndufa6,ENSMUSG00000022450,67130,NDUFA6,ENSG00000184983,4700
11571,Twf1,ENSMUSG00000022451,19230,TWF1,ENSG00000151239,5756
11572,Smdt1,ENSMUSG00000022452,69029,SMDT1,ENSG00000183172,91689
11573,Naga,ENSMUSG00000022453,17939,NAGA,ENSG00000198951,4668
11574,Slc38a2,ENSMUSG00000022462,67760,SLC38A2,ENSG00000134294,54407
11575,Srebf2,ENSMUSG00000022463,20788,SREBF2,ENSG00000198911,6721
11576,Endou,ENSMUSG00000022468,19011,ENDOU,ENSG00000111405,8909
11577,Xrcc6,ENSMUSG00000022471,14375,XRCC6,ENSG00000196419,2547
11578,Desi1,ENSMUSG00000022472,28075,DESI1,ENSG00000100418,27351
11579,Aco2,ENSMUSG00000022477,11429,ACO2,ENSG00000100412,50
11580,Hoxc10,ENSMUSG00000022484,209448,HOXC10,ENSG00000180818,3226
11581,Hoxc5,ENSMUSG00000022485,15424,HOXC5,ENSG00000172789,3222
11582,Shisa9,ENSMUSG00000022494,72555,SHISA9,ENSG00000237515,729993
11583,Tnfrsf17,ENSMUSG00000022496,21935,TNFRSF17,ENSG00000048462,608
11584,Litaf,ENSMUSG00000022500,56722,LITAF,ENSG00000189067,9516
11585,1810013L24Rik,ENSMUSG00000022507,<NA>,C16orf72,ENSG00000182831,<NA>
11586,Trp63,ENSMUSG00000022510,22061,TP63,ENSG00000073282,8626
11587,Cldn1,ENSMUSG00000022512,12737,CLDN1,ENSG00000163347,9076
11588,Mgrn1,ENSMUSG00000022517,17237,MGRN1,ENSG00000102858,23295
11589,Atp13a3,ENSMUSG00000022533,224088,ATP13A3,ENSG00000133657,79572
11590,Glyr1,ENSMUSG00000022536,74022,GLYR1,ENSG00000140632,84656
11591,Rogdi,ENSMUSG00000022540,66049,ROGDI,ENSG00000067836,79641
11592,Apod,ENSMUSG00000022548,11815,APOD,ENSG00000189058,347
11593,Tymp,ENSMUSG00000022615,72962,TYMP,ENSG00000025708,1890
11594,Mapk8ip2,ENSMUSG00000022619,60597,MAPK8IP2,ENSG00000008735,23542
11595,Arsa,ENSMUSG00000022620,11883,ARSA,ENSG00000100299,410
11596,Shank3,ENSMUSG00000022623,58234,SHANK3,ENSG00000251322,85358
11597,Yaf2,ENSMUSG00000022634,67057,YAF2,ENSG00000015153,10138
11598,Cblb,ENSMUSG00000022637,208650,CBLB,ENSG00000114423,868
11599,Retnlb,ENSMUSG00000022650,57263,RETNLB,ENSG00000163515,84666
11600,Retnlg,ENSMUSG00000022651,245195,RETNLB,ENSG00000163515,84666
11601,Morc1,ENSMUSG00000022652,17450,MORC1,ENSG00000114487,27136
11602,Cd96,ENSMUSG00000022657,84544,CD96,ENSG00000153283,10225
11603,Tagln3,ENSMUSG00000022658,56370,TAGLN3,ENSG00000144834,29114
11604,Cd200,ENSMUSG00000022661,17470,CD200,ENSG00000091972,4345
11605,Atg3,ENSMUSG00000022663,67841,ATG3,ENSG00000144848,64422
11606,Slc35a5,ENSMUSG00000022664,74102,SLC35A5,ENSG00000138459,55032
11607,Cd200r1,ENSMUSG00000022667,57781,CD200R1L,ENSG00000206531,344807
11608,Cd200r1,ENSMUSG00000022667,57781,CD200R1,ENSG00000163606,131450
11609,Gtpbp8,ENSMUSG00000022668,66067,GTPBP8,ENSG00000163607,29083
11610,Nde1,ENSMUSG00000022678,67203,NDE1,ENSG00000072864,54820
11611,Bfar,ENSMUSG00000022684,67118,BFAR,ENSG00000103429,51283
11612,Parn,ENSMUSG00000022685,74108,PARN,ENSG00000140694,5073
11613,Gbe1,ENSMUSG00000022707,74185,GBE1,ENSG00000114480,2632
11614,Tmem114,ENSMUSG00000022715,74720,TMEM114,ENSG00000232258,283953
11615,Arl6,ENSMUSG00000022722,56297,ARL6,ENSG00000113966,84100
11616,Crybg3,ENSMUSG00000022723,224273,CRYBG3,ENSG00000080200,131544
11617,Cldnd1,ENSMUSG00000022744,224250,CLDND1,ENSG00000080822,56650
11618,Tbc1d23,ENSMUSG00000022749,67581,TBC1D23,ENSG00000036054,55773
11619,Nit2,ENSMUSG00000022751,52633,NIT2,ENSG00000114021,56954
11620,Tomm70a,ENSMUSG00000022752,28185,TOMM70,ENSG00000154174,9868
11621,Senp5,ENSMUSG00000022772,320213,SENP5,ENSG00000119231,205564
11622,Snx4,ENSMUSG00000022808,69150,SNX4,ENSG00000114520,8723
11623,Umps,ENSMUSG00000022814,22247,UMPS,ENSG00000114491,7372
11624,Ropn1,ENSMUSG00000022832,76378,ROPN1,ENSG00000065371,54763
11625,Ropn1,ENSMUSG00000022832,76378,ROPN1B,ENSG00000114547,152015
11626,Ccdc14,ENSMUSG00000022833,239839,CCDC14,ENSG00000175455,64770
11627,Adcy5,ENSMUSG00000022840,224129,ADCY5,ENSG00000173175,111
11628,Pdia5,ENSMUSG00000022844,72599,PDIA5,ENSG00000065485,10954
11629,Hspbap1,ENSMUSG00000022849,66667,HSPBAP1,ENSG00000169087,79663
11630,Ehhadh,ENSMUSG00000022853,74147,EHHADH,ENSG00000113790,1962
11631,Kpna1,ENSMUSG00000022905,16646,KPNA1,ENSG00000114030,3836
11632,Parp9,ENSMUSG00000022906,80285,PARP9,ENSG00000138496,83666
11633,Krt75,ENSMUSG00000022986,109052,KRT75,ENSG00000170454,9119
11634,Wnt10b,ENSMUSG00000022996,22410,WNT10B,ENSG00000169884,7480
11635,Lmbr1l,ENSMUSG00000022999,74775,LMBR1L,ENSG00000139636,55716
11636,Dhh,ENSMUSG00000023000,13363,DHH,ENSG00000139549,50846
11637,Krt7,ENSMUSG00000023039,110310,KRT7,ENSG00000135480,3855
11638,Krt6b,ENSMUSG00000023041,16688,KRT6B,ENSG00000185479,3854
11639,Krt6b,ENSMUSG00000023041,16688,KRT6C,ENSG00000170465,286887
11640,Krt6b,ENSMUSG00000023041,16688,KRT6A,ENSG00000205420,3853
11641,Krt18,ENSMUSG00000023043,16668,KRT18,ENSG00000111057,3875
11642,Soat2,ENSMUSG00000023045,223920,SOAT2,ENSG00000167780,8435
11643,Amhr2,ENSMUSG00000023047,110542,AMHR2,ENSG00000135409,269
11644,Calcoco1,ENSMUSG00000023055,67488,CALCOCO1,ENSG00000012822,57658
11645,Mospd1,ENSMUSG00000023074,70380,MOSPD1,ENSG00000101928,56180
11646,Akirin1,ENSMUSG00000023075,68050,AKIRIN1,ENSG00000174574,79647
11647,Gtf2ird1,ENSMUSG00000023079,57080,GTF2IRD1,ENSG00000006704,9569
11648,Fhl1,ENSMUSG00000023092,14199,FHL1,ENSG00000022267,2273
11649,Nagpa,ENSMUSG00000023143,27426,NAGPA,ENSG00000103174,51172
11650,Rpp14,ENSMUSG00000023156,67053,RPP14,ENSG00000163684,11102
11651,Rpp14,ENSMUSG00000023156,109729085,RPP14,ENSG00000163684,11102
11652,Slc38a1,ENSMUSG00000023169,105727,SLC38A1,ENSG00000111371,81539
11653,Bsg,ENSMUSG00000023175,12215,BSG,ENSG00000172270,682
11654,Cpn2,ENSMUSG00000023176,71756,CPN2,ENSG00000178772,1370
11655,P3h3,ENSMUSG00000023191,14789,P3H3,ENSG00000110811,10536
11656,Il15ra,ENSMUSG00000023206,16169,IL15RA,ENSG00000134470,3601
11657,Serinc2,ENSMUSG00000023232,230779,SERINC2,ENSG00000168528,347735
11658,Gabrr2,ENSMUSG00000023267,14409,GABRR2,ENSG00000111886,2570
11659,Creld2,ENSMUSG00000023272,76737,CRELD2,ENSG00000184164,79174
11660,Ache,ENSMUSG00000023328,11423,ACHE,ENSG00000087085,43
11661,Stk31,ENSMUSG00000023403,77485,STK31,ENSG00000196335,56164
11662,Nfatc4,ENSMUSG00000023411,73181,NFATC4,ENSG00000100968,4776
11663,Gnb3,ENSMUSG00000023439,14695,GNB3,ENSG00000111664,2784
11664,Esx1,ENSMUSG00000023443,13984,ESX1,ENSG00000123576,80712
11665,Tpi1,ENSMUSG00000023456,21991,TPI1,ENSG00000111669,7167
11666,Celsr3,ENSMUSG00000023473,107934,CELSR3,ENSG00000008300,1951
11667,Cdca3,ENSMUSG00000023505,14793,CDCA3,ENSG00000111665,83461
11668,Ogfod2,ENSMUSG00000023707,66627,OGFOD2,ENSG00000111325,79676
11669,Rhebl1,ENSMUSG00000023755,69159,RHEBL1,ENSG00000167550,121268
11670,Pigx,ENSMUSG00000023791,72084,PIGX,ENSG00000163964,54965
11671,Calcr,ENSMUSG00000023964,12311,CALCR,ENSG00000004948,799
11672,Akap8,ENSMUSG00000024045,56399,AKAP8,ENSG00000105127,10270
11673,Wiz,ENSMUSG00000024050,22404,WIZ,ENSG00000011451,58525
11674,Qpct,ENSMUSG00000024084,70536,QPCT,ENSG00000115828,25797
11675,Hnrnpll,ENSMUSG00000024095,72692,HNRNPLL,ENSG00000143889,92906
11676,Nrxn1,ENSMUSG00000024109,18189,NRXN1,ENSG00000179915,9378
11677,Lrpprc,ENSMUSG00000024120,72416,LRPPRC,ENSG00000138095,10128
11678,Pot1b,ENSMUSG00000024174,72836,POT1,ENSG00000128513,25913
11679,Bnip1,ENSMUSG00000024191,224630,BNIP1,ENSG00000113734,662
11680,Acsbg2,ENSMUSG00000024207,328845,ACSBG2,ENSG00000130377,81616
11681,Sos1,ENSMUSG00000024241,20662,SOS1,ENSG00000115904,6654
11682,Map4k3,ENSMUSG00000024242,225028,MAP4K3,ENSG00000011566,8491
11683,Pkdcc,ENSMUSG00000024247,106522,PKDCC,ENSG00000162878,91461
11684,Thada,ENSMUSG00000024251,240174,THADA,ENSG00000115970,63892
11685,Abcg8,ENSMUSG00000024254,67470,ABCG8,ENSG00000143921,64241
11686,Adad2,ENSMUSG00000024266,75773,ADAD2,ENSG00000140955,161931
11687,Brd2,ENSMUSG00000024335,14312,BRD2,ENSG00000204256,6046
11688,Tap2,ENSMUSG00000024339,21355,TAP2,ENSG00000204267,6891
11689,Btnl2,ENSMUSG00000024340,547431,BTNL2,ENSG00000204290,56244
11690,Psd2,ENSMUSG00000024347,74002,PSD2,ENSG00000146005,84249
11691,Cyp21a1,ENSMUSG00000024365,13079,CYP21A2,ENSG00000231852,1589
11692,Csnk2b,ENSMUSG00000024387,13001,CSNK2B,ENSG00000204435,1460
11693,Apom,ENSMUSG00000024391,55938,APOM,ENSG00000204444,55937
11694,Bag6,ENSMUSG00000024392,224727,BAG6,ENSG00000204463,7917
11695,Prrc2a,ENSMUSG00000024393,53761,PRRC2A,ENSG00000204469,7916
11696,Aif1,ENSMUSG00000024397,11629,AIF1,ENSG00000204472,199
11697,Psors1c2,ENSMUSG00000024409,57390,PSORS1C2,ENSG00000204538,170680
11698,Dhx16,ENSMUSG00000024422,69192,DHX16,ENSG00000204560,8449
11699,Gnl1,ENSMUSG00000024429,14670,GNL1,ENSG00000204590,2794
11700,Mrps18b,ENSMUSG00000024436,66973,MRPS18B,ENSG00000204568,28973
11701,Rpp21,ENSMUSG00000024446,67676,RPP21,ENSG00000241370,79897
11702,Rpp21,ENSMUSG00000024446,67676,RPP21,ENSG00000241370,202658
11703,Trim26,ENSMUSG00000024457,22670,TRIM26,ENSG00000234127,7726
11704,Slc4a9,ENSMUSG00000024485,240215,SLC4A9,ENSG00000113073,83697
11705,Hbegf,ENSMUSG00000024486,15200,HBEGF,ENSG00000113070,1839
11706,Impa2,ENSMUSG00000024525,114663,IMPA2,ENSG00000141401,3613
11707,Cidea,ENSMUSG00000024526,12683,CIDEA,ENSG00000176194,1149
11708,Ptpn2,ENSMUSG00000024539,19255,PTPN2,ENSG00000175354,5771
11709,Cep192,ENSMUSG00000024542,70799,CEP192,ENSG00000101639,55125
11710,Pde6a,ENSMUSG00000024575,225600,PDE6A,ENSG00000132915,5145
11711,Napg,ENSMUSG00000024581,108123,NAPG,ENSG00000134265,8774
11712,Rbm22,ENSMUSG00000024604,66810,RBM22,ENSG00000086589,55696
11713,Rps14,ENSMUSG00000024608,20044,RPS14,ENSG00000164587,6208
11714,Cdx1,ENSMUSG00000024619,12590,CDX1,ENSG00000113722,1044
11715,Pdgfrb,ENSMUSG00000024620,18596,PDGFRB,ENSG00000113721,5159
11716,Csf1r,ENSMUSG00000024621,12978,CSF1R,ENSG00000182578,1436
11717,Hmgxb3,ENSMUSG00000024622,106894,HMGXB3,ENSG00000113716,22993
11718,Psat1,ENSMUSG00000024640,107272,PSAT1,ENSG00000135069,29968
11719,Ostf1,ENSMUSG00000024725,20409,OSTF1,ENSG00000134996,26578
11720,Trpm6,ENSMUSG00000024727,225997,TRPM6,ENSG00000119121,140803
11721,Tmc1,ENSMUSG00000024749,13409,TMC1,ENSG00000165091,117531
11722,Zfand5,ENSMUSG00000024750,22682,ZFAND5,ENSG00000107372,7763
11723,Gpam,ENSMUSG00000024978,14732,GPAM,ENSG00000119927,57678
11724,Tcf7l2,ENSMUSG00000024985,21416,TCF7L2,ENSG00000148737,6934
11725,Tm9sf3,ENSMUSG00000025016,107358,TM9SF3,ENSG00000077147,56889
11726,Slit1,ENSMUSG00000025020,20562,SLIT1,ENSG00000187122,6585
11727,Xpnpep1,ENSMUSG00000025027,170750,XPNPEP1,ENSG00000108039,7511
11728,Slk,ENSMUSG00000025060,20874,SLK,ENSG00000065613,9748
11729,Col17a1,ENSMUSG00000025064,12821,COL17A1,ENSG00000065618,1308
11730,Gsto1,ENSMUSG00000025068,14873,GSTO1,ENSG00000148834,9446
11731,Hdgfl3,ENSMUSG00000025104,29877,HDGFL3,ENSG00000166503,50810
11732,Bnc1,ENSMUSG00000025105,12173,BNC1,ENSG00000169594,646
11733,Bhlhe22,ENSMUSG00000025128,59058,BHLHE22,ENSG00000180828,27319
11734,Ints4,ENSMUSG00000025133,101861,INTS4,ENSG00000149262,92105
11735,Fasn,ENSMUSG00000025153,14104,FASN,ENSG00000169710,2194
11736,Zdhhc16,ENSMUSG00000025157,74168,ZDHHC16,ENSG00000171307,84287
11737,Rfng,ENSMUSG00000025158,19719,RFNG,ENSG00000169733,5986
11738,Slc16a3,ENSMUSG00000025161,80879,SLC16A3,ENSG00000141526,9123
11739,Csnk1d,ENSMUSG00000025162,104318,CSNK1D,ENSG00000141551,1453
11740,Cd7,ENSMUSG00000025163,12516,CD7,ENSG00000173762,924
