human_symbol,mouse_symbol,human_ensembl,mouse_ensembl,human_entrez,mouse_entrez
OR10A2,Olfr713,ENSG00000170790,ENSMUSG00000073898,341276,259036
OR10A3,Olfr517,ENSG00000273953,ENSMUSG00000066240,26496,258136
OR10A3,Olfr516,ENSG00000170683,ENSMUSG00000062434,26496,258720
OR10A3,Olfr512,ENSG00000281680,ENSMUSG00000056946,26496,258719
OR10A3,Olfr518,ENSG00000273953,ENSMUSG00000046431,26496,258303
OR10A3,Olfr519,ENSG00000170683,ENSMUSG00000066239,26496,277935
OR10A3,Olfr519,ENSG00000281680,ENSMUSG00000066239,26496,277935
OR10A3,Olfr516,ENSG00000281680,ENSMUSG00000062434,26496,258720
OR10A3,Olfr512,ENSG00000273953,ENSMUSG00000056946,26496,258719
OR10A3,Olfr514,ENSG00000170683,ENSMUSG00000066241,26496,258721
OR10A3,Olfr514,ENSG00000281680,ENSMUSG00000066241,26496,258721
OR10A3,Olfr518,ENSG00000281680,ENSMUSG00000046431,26496,258303
OR10A3,Olfr514,ENSG00000273953,ENSMUSG00000066241,26496,258721
OR10A3,Olfr518,ENSG00000170683,ENSMUSG00000046431,26496,258303
OR10A3,Olfr512,ENSG00000170683,ENSMUSG00000056946,26496,258719
OR10A3,Olfr517,ENSG00000281680,ENSMUSG00000066240,26496,258136
OR10A3,Olfr516,ENSG00000273953,ENSMUSG00000062434,26496,258720
OR10A3,Olfr517,ENSG00000170683,ENSMUSG00000066240,26496,258136
OR10A3,Olfr519,ENSG00000273953,ENSMUSG00000066239,26496,277935
OR10A4,Olfr17,ENSG00000170782,ENSMUSG00000073897,283297,18314
OR10A5,Olfr714,ENSG00000166363,ENSMUSG00000049674,144124,259035
OR10A5,Olfr713,ENSG00000166363,ENSMUSG00000073898,144124,259036
OR10A6,Olfr512,ENSG00000279000,ENSMUSG00000056946,390093,258719
OR10A6,Olfr512,ENSG00000280899,ENSMUSG00000056946,390093,258719
OR10A6,Olfr516,ENSG00000276451,ENSMUSG00000062434,390093,258720
OR10A6,Olfr516,ENSG00000279000,ENSMUSG00000062434,390093,258720
OR10A6,Olfr514,ENSG00000279000,ENSMUSG00000066241,390093,258721
OR10A6,Olfr517,ENSG00000280899,ENSMUSG00000066240,390093,258136
OR10A6,Olfr518,ENSG00000279000,ENSMUSG00000046431,390093,258303
OR10A6,Olfr519,ENSG00000276451,ENSMUSG00000066239,390093,277935
OR10A6,Olfr517,ENSG00000279000,ENSMUSG00000066240,390093,258136
OR10A6,Olfr514,ENSG00000280899,ENSMUSG00000066241,390093,258721
OR10A6,Olfr517,ENSG00000276451,ENSMUSG00000066240,390093,258136
OR10A6,Olfr519,ENSG00000279000,ENSMUSG00000066239,390093,277935
OR10A6,Olfr518,ENSG00000280899,ENSMUSG00000046431,390093,258303
OR10A6,Olfr514,ENSG00000276451,ENSMUSG00000066241,390093,258721
OR10A6,Olfr518,ENSG00000276451,ENSMUSG00000046431,390093,258303
OR10A6,Olfr519,ENSG00000280899,ENSMUSG00000066239,390093,277935
OR10A6,Olfr516,ENSG00000280899,ENSMUSG00000062434,390093,258720
OR10A6,Olfr512,ENSG00000276451,ENSMUSG00000056946,390093,258719
OR10AD1,Gm44579,ENSG00000172640,ENSMUSG00000108748,121275,-1
OR10AD1,Olfr286,ENSG00000172640,ENSMUSG00000059460,121275,629524
OR10AD1,Olfr288,ENSG00000172640,ENSMUSG00000075427,121275,545140
OR10AD1,Olfr287,ENSG00000172640,ENSMUSG00000090129,121275,634104
OR10AG1,Olfr1117-ps1,ENSG00000174970,ENSMUSG00000089732,282770,-1
OR10AG1,Olfr1123,ENSG00000174970,ENSMUSG00000043274,282770,258347
OR10AG1,Olfr1122,ENSG00000174970,ENSMUSG00000047594,282770,259033
OR10AG1,Olfr1116,ENSG00000174970,ENSMUSG00000070855,282770,257875
OR10AG1,Olfr1118,ENSG00000174970,ENSMUSG00000083706,282770,404328
OR10C1,Olfr95,ENSG00000204689,ENSMUSG00000049561,442194,258506
OR10C1,Olfr95,ENSG00000230505,ENSMUSG00000049561,442194,258506
OR10C1,Olfr95,ENSG00000229412,ENSMUSG00000049561,442194,258506
OR10C1,Olfr95,ENSG00000206474,ENSMUSG00000049561,442194,258506
OR10C1,Olfr95,ENSG00000232397,ENSMUSG00000049561,442194,258506
OR10C1,Olfr95,ENSG00000224234,ENSMUSG00000049561,442194,258506
OR10C1,Olfr95,ENSG00000220550,ENSMUSG00000049561,442194,258506
OR10C1,Olfr95,ENSG00000235441,ENSMUSG00000049561,442194,258506
OR10D3,Olfr958,ENSG00000197309,ENSMUSG00000050853,26497,258327
OR10G2,Olfr1511,ENSG00000255582,ENSMUSG00000063867,26534,258268
OR10G2,Olfr1510,ENSG00000255582,ENSMUSG00000063106,26534,258423
OR10G3,Olfr1512,ENSG00000169208,ENSMUSG00000094140,26533,258424
OR10G3,Olfr1513,ENSG00000169208,ENSMUSG00000095030,26533,258008
OR10G4,Olfr980,ENSG00000254737,ENSMUSG00000060254,390264,259110
OR10G4,Olfr979,ENSG00000254737,ENSMUSG00000059473,390264,259112
OR10G4,Olfr978,ENSG00000254737,ENSMUSG00000044292,390264,259109
OR10G6,Olfr981,ENSG00000198674,ENSMUSG00000046678,79490,258283
OR10G7,Olfr978,ENSG00000182634,ENSMUSG00000044292,390265,259109
OR10G7,Olfr980,ENSG00000182634,ENSMUSG00000060254,390265,259110
OR10G7,Olfr979,ENSG00000182634,ENSMUSG00000059473,390265,259112
OR10G8,Olfr980,ENSG00000234560,ENSMUSG00000060254,219869,259110
OR10G8,Olfr978,ENSG00000234560,ENSMUSG00000044292,219869,259109
OR10G8,Olfr979,ENSG00000234560,ENSMUSG00000059473,219869,259112
OR10G9,Olfr979,ENSG00000236981,ENSMUSG00000059473,219870,259112
OR10G9,Olfr978,ENSG00000236981,ENSMUSG00000044292,219870,259109
OR10G9,Olfr980,ENSG00000236981,ENSMUSG00000060254,219870,259110
OR10H1,Olfr1564,ENSG00000186723,ENSMUSG00000096169,26539,100043474
OR10H1,Olfr55,ENSG00000186723,ENSMUSG00000094891,26539,100038859
OR10H1,Olfr239,ENSG00000186723,ENSMUSG00000093884,26539,100038860
OR10H2,Olfr55,ENSG00000171942,ENSMUSG00000094891,26538,100038859
OR10H2,Olfr1564,ENSG00000171942,ENSMUSG00000096169,26538,100043474
OR10H2,Olfr239,ENSG00000171942,ENSMUSG00000093884,26538,100038860
OR10H3,Olfr63,ENSG00000171936,ENSMUSG00000054666,26532,258939
OR10H4,Olfr63,ENSG00000176231,ENSMUSG00000054666,126541,258939
OR10H5,Olfr55,ENSG00000172519,ENSMUSG00000094891,284433,100038859
OR10H5,Olfr239,ENSG00000172519,ENSMUSG00000093884,284433,100038860
OR10H5,Olfr1564,ENSG00000172519,ENSMUSG00000096169,284433,100043474
OR10J3,Olfr1404,ENSG00000196266,ENSMUSG00000049456,441911,258881
OR10J3,Olfr218,ENSG00000196266,ENSMUSG00000046643,441911,258880
OR10J5,Olfr16,ENSG00000184155,ENSMUSG00000037924,127385,18313
OR10K1,Olfr370,ENSG00000173285,ENSMUSG00000047286,391109,258267
OR10P1,Olfr796,ENSG00000175398,ENSMUSG00000052012,121130,258933
OR10Q1,Olfr1491,ENSG00000180475,ENSMUSG00000051156,219960,258342
OR10Q1,Olfr1494,ENSG00000180475,ENSMUSG00000050865,219960,258992
OR10Q1,Olfr1495,ENSG00000180475,ENSMUSG00000047207,219960,258341
OR10S1,Olfr982,ENSG00000196248,ENSMUSG00000049010,219873,258853
OR10V1,Olfr1420,ENSG00000172289,ENSMUSG00000060878,390201,258405
OR10W1,Olfr1493-ps1,ENSG00000172772,ENSMUSG00000109520,81341,-1
OR10W1,Olfr1490,ENSG00000172772,ENSMUSG00000061387,81341,258098
OR10X1,Olfr248,ENSG00000279111,ENSMUSG00000059503,128367,258709
OR10X1,Olfr417,ENSG00000279111,ENSMUSG00000066672,128367,258238
OR10Z1,Olfr419,ENSG00000198967,ENSMUSG00000050788,128368,258710
OR11A1,Olfr96,ENSG00000206517,ENSMUSG00000064121,26531,258507
OR11A1,Olfr96,ENSG00000206472,ENSMUSG00000064121,26531,258507
OR11A1,Olfr96,ENSG00000237258,ENSMUSG00000064121,26531,258507
OR11A1,Olfr96,ENSG00000234347,ENSMUSG00000064121,26531,258507
OR11A1,Olfr96,ENSG00000230780,ENSMUSG00000064121,26531,258507
OR11A1,Olfr96,ENSG00000204694,ENSMUSG00000064121,26531,258507
OR11A1,Olfr96,ENSG00000223898,ENSMUSG00000064121,26531,258507
OR11A1,Olfr96,ENSG00000232289,ENSMUSG00000064121,26531,258507
OR11G2,Olfr738,ENSG00000196832,ENSMUSG00000094692,390439,258662
OR11H4,Olfr749,ENSG00000176198,ENSMUSG00000059069,390442,56858
OR11H4,Olfr747,ENSG00000176198,ENSMUSG00000057179,390442,258264
OR11H6,Olfr745,ENSG00000176219,ENSMUSG00000050028,122748,258296
OR11L1,Olfr323,ENSG00000197591,ENSMUSG00000043880,391189,258373
OR12D3,Olfr109,ENSG00000251394,ENSMUSG00000029184,81797,258832
OR12D3,Olfr109,ENSG00000229181,ENSMUSG00000029184,81797,258832
OR12D3,Olfr109,ENSG00000250364,ENSMUSG00000029184,81797,258832
OR12D3,Olfr109,ENSG00000204692,ENSMUSG00000029184,81797,258832
OR12D3,Olfr109,ENSG00000242022,ENSMUSG00000029184,81797,258832
OR12D3,Olfr109,ENSG00000224487,ENSMUSG00000029184,81797,258832
OR12D3,Olfr109,ENSG00000112462,ENSMUSG00000029184,81797,258832
OR13A1,Olfr211,ENSG00000256574,ENSMUSG00000053391,79290,258914
OR13A1,Olfr211,ENSG00000277495,ENSMUSG00000053391,79290,258914
OR13C3,Olfr273,ENSG00000204246,ENSMUSG00000049648,138803,258821
OR13C8,Olfr272,ENSG00000186943,ENSMUSG00000051593,138802,258836
OR13C9,Olfr271-ps1,ENSG00000136839,ENSMUSG00000082216,286362,-1
OR13D1,Olfr270,ENSG00000179055,ENSMUSG00000070983,286365,258600
OR13F1,Olfr275,ENSG00000186881,ENSMUSG00000089717,138805,258857
OR13F1,Olfr275,ENSG00000186881,ENSMUSG00000089717,138805,75367
OR13G1,Olfr309,ENSG00000197437,ENSMUSG00000054054,441933,258196
OR13H1,Olfr1325,ENSG00000171054,ENSMUSG00000051706,347468,258393
OR13J1,Olfr71,ENSG00000168828,ENSMUSG00000046450,392309,56015
OR14A2,Olfr304,ENSG00000241128,ENSMUSG00000062426,388761,258089
OR14A2,Olfr294,ENSG00000241128,ENSMUSG00000062042,388761,257904
OR14A2,Olfr298,ENSG00000241128,ENSMUSG00000062878,388761,257905
OR14A2,Olfr305,ENSG00000241128,ENSMUSG00000055571,388761,258609
OR14A2,Olfr307,ENSG00000241128,ENSMUSG00000055610,388761,258610
OR14C36,Olfr295,ENSG00000177174,ENSMUSG00000059319,127066,258850
OR14C36,Olfr300-ps1,ENSG00000177174,ENSMUSG00000092401,127066,-1
OR14C36,Olfr310,ENSG00000177174,ENSMUSG00000057540,127066,258222
OR14C36,Olfr299,ENSG00000177174,ENSMUSG00000020168,127066,257929
OR14C36,Olfr301,ENSG00000177174,ENSMUSG00000061549,127066,257958
OR14C36,Olfr293,ENSG00000177174,ENSMUSG00000063394,127066,257906
OR14C36,Olfr297,ENSG00000177174,ENSMUSG00000057067,127066,258611
OR14C36,Olfr292,ENSG00000177174,ENSMUSG00000060688,127066,258613
OR14J1,Olfr125,ENSG00000234100,ENSMUSG00000050613,442191,258287
OR14J1,Olfr125,ENSG00000236927,ENSMUSG00000050613,442191,258287
OR14J1,Olfr125,ENSG00000234195,ENSMUSG00000050613,442191,258287
OR14J1,Olfr125,ENSG00000112459,ENSMUSG00000050613,442191,258287
OR14J1,Olfr125,ENSG00000225291,ENSMUSG00000050613,442191,258287
OR14J1,Olfr125,ENSG00000204695,ENSMUSG00000050613,442191,258287
OR14J1,Olfr125,ENSG00000237777,ENSMUSG00000050613,442191,258287
OR1A1,Olfr403,ENSG00000172146,ENSMUSG00000070378,8383,404316
OR1A1,Olfr43,ENSG00000172146,ENSMUSG00000070377,8383,258706
OR1A2,Olfr403,ENSG00000172150,ENSMUSG00000070378,26189,404316
OR1A2,Olfr43,ENSG00000172150,ENSMUSG00000070377,26189,258706
OR1B1,Olfr362,ENSG00000280094,ENSMUSG00000075377,347169,259053
OR1D2,Olfr412,ENSG00000184166,ENSMUSG00000058275,4991,258153
OR1F1,Olfr161,ENSG00000168124,ENSMUSG00000051003,4992,258859
OR1I1,Olfr1357,ENSG00000094661,ENSMUSG00000071185,126370,257883
OR1J1,Olfr3,ENSG00000136834,ENSMUSG00000075384,347168,18328
OR1J4,Olfr350,ENSG00000239590,ENSMUSG00000050015,26219,258620
OR1M1,Olfr24,ENSG00000170929,ENSMUSG00000054141,125963,18322
OR1N1,Olfr351,ENSG00000171505,ENSMUSG00000075383,138883,258944
OR1N1,Olfr353,ENSG00000171505,ENSMUSG00000075382,138883,258943
OR1N2,Olfr354,ENSG00000171501,ENSMUSG00000055088,138882,258941
OR1Q1,Olfr357,ENSG00000165202,ENSMUSG00000055838,158131,258616
OR1S1,Olfr1496,ENSG00000280204,ENSMUSG00000048356,219959,258991
OR1S2,Olfr1496,ENSG00000197887,ENSMUSG00000048356,219958,258991
OR2A1,Olfr434,ENSG00000221970,ENSMUSG00000059411,346528,258366
OR2A1,Olfr435,ENSG00000221970,ENSMUSG00000048693,346528,258647
OR2A1,Olfr47,ENSG00000221970,ENSMUSG00000061210,346528,18346
OR2A12,Olfr446,ENSG00000221858,ENSMUSG00000073111,346525,258292
OR2A14,Olfr444,ENSG00000221938,ENSMUSG00000073110,135941,258650
OR2A14,Olfr237,ENSG00000221938,ENSMUSG00000094200,135941,258648
OR2A14,Olfr441,ENSG00000221938,ENSMUSG00000094669,135941,258649
OR2A2,Olfr437,ENSG00000221989,ENSMUSG00000071481,442361,258293
OR2A25,Olfr447,ENSG00000221933,ENSMUSG00000045708,392138,258990
OR2A4,Olfr13,ENSG00000180658,ENSMUSG00000043605,79541,18310
OR2A42,Olfr47,ENSG00000212807,ENSMUSG00000061210,402317,18346
OR2A42,Olfr435,ENSG00000212807,ENSMUSG00000048693,402317,258647
OR2A42,Olfr434,ENSG00000212807,ENSMUSG00000059411,402317,258366
OR2A5,Olfr448,ENSG00000221836,ENSMUSG00000043119,393046,258270
OR2A5,Olfr448,ENSG00000284896,ENSMUSG00000043119,393046,258270
OR2A7,Olfr13,ENSG00000243896,ENSMUSG00000043605,401427,18310
OR2AG1,Olfr693,ENSG00000279486,ENSMUSG00000051680,144125,258445
OR2AG1,Olfr703,ENSG00000279486,ENSMUSG00000073901,144125,258589
OR2AG1,Olfr698,ENSG00000279486,ENSMUSG00000059087,144125,258595
OR2AG1,Olfr695,ENSG00000279486,ENSMUSG00000108948,144125,258591
OR2AG1,Olfr699,ENSG00000279486,ENSMUSG00000096714,144125,258180
OR2AG1,Olfr697,ENSG00000279486,ENSMUSG00000051591,144125,258592
OR2AG1,Olfr694,ENSG00000279486,ENSMUSG00000064223,144125,258444
OR2AG1,Olfr700,ENSG00000279486,ENSMUSG00000094493,144125,258593
OR2AG1,Olfr705,ENSG00000279486,ENSMUSG00000109058,144125,259034
OR2AG1,Olfr704,ENSG00000279486,ENSMUSG00000073900,144125,257902
OR2AJ1,Olfr170,ENSG00000177275,ENSMUSG00000062245,127608,258959
OR2AJ1,Olfr171,ENSG00000177275,ENSMUSG00000060480,127608,258960
OR2AJ1,Olfr169,ENSG00000177275,ENSMUSG00000068535,127608,258158
OR2AK2,Olfr316,ENSG00000187080,ENSMUSG00000107677,391191,258064
OR2AK2,Olfr319,ENSG00000187080,ENSMUSG00000064044,391191,258493
OR2AK2,Olfr318,ENSG00000187080,ENSMUSG00000108265,391191,258494
OR2AK2,Olfr320,ENSG00000187080,ENSMUSG00000107711,391191,216783
OR2AP1,Olfr765,ENSG00000179615,ENSMUSG00000056853,121129,544748
OR2AP1,Olfr767,ENSG00000179615,ENSMUSG00000059762,121129,258315
OR2AT4,Olfr520,ENSG00000171561,ENSMUSG00000073998,341152,259066
OR2B11,Olfr222,ENSG00000177535,ENSMUSG00000059610,127623,257962
OR2B6,Olfr11,ENSG00000124657,ENSMUSG00000036658,26212,218066
OR2C1,Olfr15,ENSG00000168158,ENSMUSG00000059043,4993,18312
OR2D2,Olfr715b,ENSG00000166368,ENSMUSG00000062987,120776,384732
OR2D2,Olfr715,ENSG00000166368,ENSMUSG00000060503,120776,258776
OR2D3,Olfr716,ENSG00000178358,ENSMUSG00000073896,120775,258597
OR2F1,Olfr38,ENSG00000284866,ENSMUSG00000095236,26211,258988
OR2F1,Olfr452,ENSG00000284866,ENSMUSG00000094192,26211,258207
OR2F1,Olfr452,ENSG00000213215,ENSMUSG00000094192,26211,258207
OR2F1,Olfr453,ENSG00000284866,ENSMUSG00000095831,26211,258016
OR2F1,Olfr453,ENSG00000213215,ENSMUSG00000095831,26211,258016
OR2F1,Olfr38,ENSG00000213215,ENSMUSG00000095236,26211,258988
OR2F2,Olfr453,ENSG00000221910,ENSMUSG00000095831,135948,258016
OR2F2,Olfr452,ENSG00000284965,ENSMUSG00000094192,135948,258207
OR2F2,Olfr453,ENSG00000284965,ENSMUSG00000095831,135948,258016
OR2F2,Olfr38,ENSG00000284965,ENSMUSG00000095236,135948,258988
OR2F2,Olfr452,ENSG00000221910,ENSMUSG00000094192,135948,258207
OR2F2,Olfr38,ENSG00000221910,ENSMUSG00000095236,135948,258988
OR2H2,Olfr90,ENSG00000204657,ENSMUSG00000056600,7932,258469
OR2H2,Olfr90,ENSG00000206467,ENSMUSG00000056600,7932,258469
OR2H2,Olfr90,ENSG00000224319,ENSMUSG00000056600,7932,258469
OR2H2,Olfr90,ENSG00000206512,ENSMUSG00000056600,7932,258469
OR2H2,Olfr90,ENSG00000229185,ENSMUSG00000056600,7932,258469
OR2H2,Olfr90,ENSG00000229680,ENSMUSG00000056600,7932,258469
OR2H2,Olfr90,ENSG00000227044,ENSMUSG00000056600,7932,258469
OR2J1,Olfr137,ENSG00000206523,ENSMUSG00000054940,442185,258481
OR2J1,Olfr137,ENSG00000226931,ENSMUSG00000054940,442185,258481
OR2J1,Olfr137,ENSG00000234305,ENSMUSG00000054940,442185,258481
OR2J1,Olfr137,ENSG00000234804,ENSMUSG00000054940,442185,258481
OR2J1,Olfr137,ENSG00000225441,ENSMUSG00000054940,442185,258481
OR2J1,Olfr137,ENSG00000235632,ENSMUSG00000054940,442185,258481
OR2J1,Olfr137,ENSG00000226192,ENSMUSG00000054940,442185,258481
OR2J1,Olfr137,ENSG00000204702,ENSMUSG00000054940,442185,258481
OR2J2,Olfr137,ENSG00000234746,ENSMUSG00000054940,26707,258481
OR2J2,Olfr137,ENSG00000226347,ENSMUSG00000054940,26707,258481
OR2J2,Olfr137,ENSG00000225550,ENSMUSG00000054940,26707,258481
OR2J2,Olfr137,ENSG00000226000,ENSMUSG00000054940,26707,258481
OR2J2,Olfr137,ENSG00000231676,ENSMUSG00000054940,26707,258481
OR2J2,Olfr137,ENSG00000232945,ENSMUSG00000054940,26707,258481
OR2J2,Olfr137,ENSG00000196231,ENSMUSG00000054940,26707,258481
OR2J2,Olfr137,ENSG00000204700,ENSMUSG00000054940,26707,258481
OR2J3,Olfr137,ENSG00000229866,ENSMUSG00000054940,442186,258481
OR2J3,Olfr137,ENSG00000206522,ENSMUSG00000054940,442186,258481
OR2J3,Olfr137,ENSG00000226271,ENSMUSG00000054940,442186,258481
OR2J3,Olfr137,ENSG00000204701,ENSMUSG00000054940,442186,258481
OR2J3,Olfr137,ENSG00000233636,ENSMUSG00000054940,442186,258481
OR2J3,Olfr137,ENSG00000232178,ENSMUSG00000054940,442186,258481
OR2J3,Olfr137,ENSG00000233618,ENSMUSG00000054940,442186,258481
OR2J3,Olfr137,ENSG00000230855,ENSMUSG00000054940,442186,258481
OR2K2,Olfr267,ENSG00000171133,ENSMUSG00000043385,26248,258922
OR2L13,Olfr166,ENSG00000196071,ENSMUSG00000056822,284521,259071
OR2L13,Olfr168,ENSG00000196071,ENSMUSG00000061361,284521,258354
OR2L2,Olfr167,ENSG00000203663,ENSMUSG00000045341,26246,258937
OR2L3,Olfr167,ENSG00000198128,ENSMUSG00000045341,391192,258937
OR2L5,Olfr167,ENSG00000197454,ENSMUSG00000045341,81466,258937
OR2L8,Olfr167,ENSG00000279263,ENSMUSG00000045341,391190,258937
OR2T1,Olfr31,ENSG00000275244,ENSMUSG00000072707,26696,18330
OR2T1,Olfr31,ENSG00000175143,ENSMUSG00000072707,26696,18330
OR2T1,Olfr31,ENSG00000273508,ENSMUSG00000072707,26696,18330
OR2T12,Olfr314,ENSG00000177201,ENSMUSG00000059504,127064,257917
OR2T2,Olfr721-ps1,ENSG00000275754,ENSMUSG00000091809,401992,-1
OR2T2,Olfr721-ps1,ENSG00000196240,ENSMUSG00000091809,401992,-1
OR2T2,Olfr721-ps1,ENSG00000276821,ENSMUSG00000091809,401992,-1
OR2T29,Olfr224,ENSG00000182783,ENSMUSG00000059279,343563,258198
OR2T29,Olfr330,ENSG00000182783,ENSMUSG00000050818,343563,258879
OR2T29,Olfr325,ENSG00000182783,ENSMUSG00000060765,343563,258261
OR2T29,Olfr331,ENSG00000182783,ENSMUSG00000058807,343563,100502887
OR2T29,Olfr328,ENSG00000182783,ENSMUSG00000057654,343563,258495
OR2T29,Olfr329,ENSG00000182783,ENSMUSG00000064252,343563,259148
OR2T33,Olfr314,ENSG00000177212,ENSMUSG00000059504,391195,257917
OR2T35,Olfr721-ps1,ENSG00000177151,ENSMUSG00000091809,403244,-1
OR2T4,Olfr328,ENSG00000274870,ENSMUSG00000057654,127074,258495
OR2T4,Olfr325,ENSG00000275617,ENSMUSG00000060765,127074,258261
OR2T4,Olfr224,ENSG00000196944,ENSMUSG00000059279,127074,258198
OR2T4,Olfr224,ENSG00000274870,ENSMUSG00000059279,127074,258198
OR2T4,Olfr329,ENSG00000274870,ENSMUSG00000064252,127074,259148
OR2T4,Olfr325,ENSG00000274870,ENSMUSG00000060765,127074,258261
OR2T4,Olfr330,ENSG00000274870,ENSMUSG00000050818,127074,258879
OR2T4,Olfr331,ENSG00000274870,ENSMUSG00000058807,127074,100502887
OR2T4,Olfr328,ENSG00000275617,ENSMUSG00000057654,127074,258495
OR2T4,Olfr331,ENSG00000275617,ENSMUSG00000058807,127074,100502887
OR2T4,Olfr328,ENSG00000196944,ENSMUSG00000057654,127074,258495
OR2T4,Olfr224,ENSG00000275617,ENSMUSG00000059279,127074,258198
OR2T4,Olfr329,ENSG00000196944,ENSMUSG00000064252,127074,259148
OR2T4,Olfr330,ENSG00000196944,ENSMUSG00000050818,127074,258879
OR2T4,Olfr329,ENSG00000275617,ENSMUSG00000064252,127074,259148
OR2T4,Olfr330,ENSG00000275617,ENSMUSG00000050818,127074,258879
OR2T4,Olfr331,ENSG00000196944,ENSMUSG00000058807,127074,100502887
OR2T4,Olfr325,ENSG00000196944,ENSMUSG00000060765,127074,258261
OR2T5,Olfr331,ENSG00000273827,ENSMUSG00000058807,401993,100502887
OR2T5,Olfr331,ENSG00000275102,ENSMUSG00000058807,401993,100502887
OR2T5,Olfr224,ENSG00000203661,ENSMUSG00000059279,401993,258198
OR2T5,Olfr329,ENSG00000275102,ENSMUSG00000064252,401993,259148
OR2T5,Olfr325,ENSG00000273827,ENSMUSG00000060765,401993,258261
OR2T5,Olfr329,ENSG00000273827,ENSMUSG00000064252,401993,259148
OR2T5,Olfr325,ENSG00000275102,ENSMUSG00000060765,401993,258261
OR2T5,Olfr331,ENSG00000203661,ENSMUSG00000058807,401993,100502887
OR2T5,Olfr224,ENSG00000273827,ENSMUSG00000059279,401993,258198
OR2T5,Olfr328,ENSG00000273827,ENSMUSG00000057654,401993,258495
OR2T5,Olfr325,ENSG00000203661,ENSMUSG00000060765,401993,258261
OR2T5,Olfr330,ENSG00000275102,ENSMUSG00000050818,401993,258879
OR2T5,Olfr328,ENSG00000275102,ENSMUSG00000057654,401993,258495
OR2T5,Olfr330,ENSG00000273827,ENSMUSG00000050818,401993,258879
OR2T5,Olfr224,ENSG00000275102,ENSMUSG00000059279,401993,258198
OR2T5,Olfr328,ENSG00000203661,ENSMUSG00000057654,401993,258495
OR2T5,Olfr330,ENSG00000203661,ENSMUSG00000050818,401993,258879
OR2T5,Olfr329,ENSG00000203661,ENSMUSG00000064252,401993,259148
OR2T6,Olfr720,ENSG00000198104,ENSMUSG00000052417,254879,258387
OR2T6,Olfr720,ENSG00000278659,ENSMUSG00000052417,254879,258387
OR2T6,Olfr720,ENSG00000278689,ENSMUSG00000052417,254879,258387
OR2T8,Olfr314,ENSG00000177462,ENSMUSG00000059504,343172,257917
OR2V1,Olfr56,ENSG00000185372,ENSMUSG00000040328,26693,-1
OR2V2,Olfr56,ENSG00000182613,ENSMUSG00000040328,285659,-1
OR2W1,Olfr1369-ps1,ENSG00000226463,ENSMUSG00000060404,26692,-1
OR2W1,Olfr263,ENSG00000228652,ENSMUSG00000071522,26692,18341
OR2W1,Olfr263,ENSG00000229328,ENSMUSG00000071522,26692,18341
OR2W1,Olfr1369-ps1,ENSG00000228652,ENSMUSG00000060404,26692,-1
OR2W1,Olfr1369-ps1,ENSG00000204704,ENSMUSG00000060404,26692,-1
OR2W1,Olfr1369-ps1,ENSG00000234101,ENSMUSG00000060404,26692,-1
OR2W1,Olfr263,ENSG00000204704,ENSMUSG00000071522,26692,18341
OR2W1,Olfr1369-ps1,ENSG00000228977,ENSMUSG00000060404,26692,-1
OR2W1,Olfr263,ENSG00000228977,ENSMUSG00000071522,26692,18341
OR2W1,Olfr263,ENSG00000206525,ENSMUSG00000071522,26692,18341
OR2W1,Olfr263,ENSG00000227639,ENSMUSG00000071522,26692,18341
OR2W1,Olfr1369-ps1,ENSG00000229328,ENSMUSG00000060404,26692,-1
OR2W1,Olfr1369-ps1,ENSG00000227639,ENSMUSG00000060404,26692,-1
OR2W1,Olfr263,ENSG00000226463,ENSMUSG00000071522,26692,18341
OR2W1,Olfr263,ENSG00000234101,ENSMUSG00000071522,26692,18341
OR2W1,Olfr1369-ps1,ENSG00000206525,ENSMUSG00000060404,26692,-1
OR2W3,Olfr317,ENSG00000238243,ENSMUSG00000060030,343171,257931
OR2W3,Olfr322,ENSG00000238243,ENSMUSG00000063549,343171,404346
OR2Y1,Olfr1382,ENSG00000174339,ENSMUSG00000063827,134083,257971
OR2Y1,Olfr1389,ENSG00000174339,ENSMUSG00000107573,134083,259069
OR2Y1,Olfr1392,ENSG00000174339,ENSMUSG00000101750,134083,258462
OR2Y1,Olfr1383,ENSG00000174339,ENSMUSG00000107417,134083,404337
OR2Y1,Olfr1373,ENSG00000174339,ENSMUSG00000062204,134083,211472
OR2Y1,Olfr1388,ENSG00000174339,ENSMUSG00000047702,134083,258459
OR2Y1,Olfr1386,ENSG00000174339,ENSMUSG00000108167,134083,257888
OR2Y1,Olfr1380,ENSG00000174339,ENSMUSG00000107645,134083,404336
OR2Y1,Olfr10,ENSG00000174339,ENSMUSG00000100923,134083,18307
OR2Y1,Olfr1371,ENSG00000174339,ENSMUSG00000060170,134083,276865
OR2Y1,Olfr1381,ENSG00000174339,ENSMUSG00000095187,134083,258461
OR2Y1,Olfr1390,ENSG00000174339,ENSMUSG00000045421,134083,259068
OR2Y1,Olfr1385,ENSG00000174339,ENSMUSG00000059729,134083,258027
OR2Y1,Olfr1391,ENSG00000174339,ENSMUSG00000101874,134083,258460
OR2Y1,Olfr1393,ENSG00000174339,ENSMUSG00000059864,134083,258463
OR2Y1,Olfr1387,ENSG00000174339,ENSMUSG00000063386,134083,258465
OR2Y1,Olfr1384,ENSG00000174339,ENSMUSG00000044170,134083,258464
